transaction_id,transaction_date,description,category,transaction_type,amount,payment_method
2815,2024-07-21,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,229595.0,Tunai
2816,2025-10-11,Ojek online,Transportasi,Pengeluaran,55967.0,Tunai
2817,2026-05-19,Paket data,Pulsa & Internet,Pengeluaran,116083.0,E-Wallet
2818,2025-08-10,Gaji bulanan,Gaji,Pemasukan,6013106.0,Kartu Debit
2819,2025-08-14,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,98589.0,Kartu Debit
2820,2025-06-01,Bensin,Transportasi,Pengeluaran,28454.0,Tunai
2821,2025-12-22,Kopi,Makanan & Minuman,Pengeluaran,46511.0,Tunai
2822,2024-12-26,Belanja dapur,Makanan & Minuman,Pengeluaran,487316.0,Tunai
2823,2025-09-22,Transfer teman,Transfer Teman/Keluarga,Pemasukan,278086.0,Kartu Debit
2824,2024-05-27,Transfer teman,Transfer Teman/Keluarga,Pemasukan,226349.0,Transfer Bank
2825,2025-05-17,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,197110.0,Transfer Bank
2826,2026-04-14,Transfer teman,Transfer Teman/Keluarga,Pemasukan,112144.0,Kartu Debit
2828,2025-04-16,Tiket bioskop,Hiburan,Pengeluaran,32791.0,Kartu Kredit
2829,2025-03-29,Bayar kos,Tempat Tinggal,Pengeluaran,949308.0,Kartu Debit
2830,2025-10-13,Transfer teman,Transfer Teman/Keluarga,Pemasukan,221440.0,Transfer Bank
2832,2026-02-16,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,143293.0,Kartu Debit
2833,2026-05-08,Transfer teman,Transfer Teman/Keluarga,Pemasukan,50032.0,Kartu Debit
2834,2025-06-18,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,122604.0,Kartu Debit
2835,2026-03-31,Bonus,Gaji,Pemasukan,2862130.0,Kartu Debit
2836,2026-01-21,Gym membership,Pembayaran Langganan,Pengeluaran,200192.0,Transfer Bank
2839,2026-01-21,Bonus,Gaji,Pemasukan,2422051.0,Kartu Debit
2840,2026-02-13,Gaji bulanan,Gaji,Pemasukan,6013423.0,E-Wallet
2841,2025-04-23,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,211363.0,E-Wallet
2842,2026-02-02,Gaji bulanan,Gaji,Pemasukan,6017038.0,E-Wallet
2843,2025-10-12,Belanja dapur,Makanan & Minuman,Pengeluaran,561206.0,Tunai
2844,2025-05-05,Service AC kos,Tempat Tinggal,Pengeluaran,51396.0,Transfer Bank
2845,2026-03-09,Makan malam restoran,Makanan & Minuman,Pengeluaran,329927.0,Kartu Debit
2846,2025-07-29,Pakaian baru,Belanja Bulanan,Pengeluaran,335326.0,Kartu Debit
2847,2024-11-13,Bonus,Gaji,Pemasukan,2734066.0,Kartu Debit
2848,2026-04-29,Service AC kos,Tempat Tinggal,Pengeluaran,51591.0,Transfer Bank
2849,2025-06-19,Tiket bioskop,Hiburan,Pengeluaran,47561.0,Kartu Debit
2850,2026-05-05,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,213957.0,Transfer Bank
2851,2025-10-31,Gaji bulanan,Gaji,Pemasukan,6312956.0,E-Wallet
2852,2026-04-23,Bonus,Gaji,Pemasukan,2291775.0,E-Wallet
2853,2024-09-24,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,180725.0,E-Wallet
2854,2024-10-06,Transfer teman,Transfer Teman/Keluarga,Pemasukan,218071.0,Transfer Bank
2855,2025-03-17,Bonus,Gaji,Pemasukan,1653947.0,Transfer Bank
2856,2024-12-01,Bonus,Gaji,Pemasukan,1800728.0,Kartu Debit
2857,2025-10-29,Gaji bulanan,Gaji,Pemasukan,6100275.0,Transfer Bank
2858,2024-10-21,Transfer teman,Transfer Teman/Keluarga,Pemasukan,230433.0,Transfer Bank
2859,2025-11-23,Gym membership,Pembayaran Langganan,Pengeluaran,200548.0,Kartu Debit
2860,2025-09-09,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51580.0,E-Wallet
2861,2025-10-21,Gaji bulanan,Gaji,Pemasukan,6353146.0,Kartu Debit
2863,2024-10-17,Bensin,Transportasi,Pengeluaran,66612.0,Tunai
2864,2025-01-08,Kopi,Makanan & Minuman,Pengeluaran,62651.0,Tunai
2865,2026-03-26,Transfer teman,Transfer Teman/Keluarga,Pemasukan,147707.0,Transfer Bank
2867,2024-06-17,Langganan streaming,Hiburan,Pengeluaran,31367.0,Kartu Debit
2868,2024-07-30,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,55682.0,Transfer Bank
2869,2025-11-13,Ojek online,Transportasi,Pengeluaran,78519.0,E-Wallet
2870,2025-01-10,Paket data,Pulsa & Internet,Pengeluaran,95992.0,E-Wallet
2871,2025-02-15,Bonus,Gaji,Pemasukan,1514245.0,Transfer Bank
2872,2025-04-07,Konser,Hiburan,Pengeluaran,469139.0,Kartu Debit
2873,2026-02-26,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,360559.0,Transfer Bank
2874,2025-03-24,Paket data,Pulsa & Internet,Pengeluaran,104228.0,Kartu Debit
2875,2026-04-22,Transfer teman,Transfer Teman/Keluarga,Pemasukan,69614.0,Kartu Debit
2876,2025-12-01,Tiket KRL,Transportasi,Pengeluaran,88147.0,E-Wallet
2877,2025-07-31,Bonus,Gaji,Pemasukan,2617952.0,Transfer Bank
2878,2025-03-30,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,240615.0,Transfer Bank
2879,2026-01-17,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,245649.0,Kartu Debit
2880,2025-12-17,Spotify Premium,Pembayaran Langganan,Pengeluaran,29939.0,Kartu Kredit
2881,2026-03-10,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,101993.0,Transfer Bank
2882,2024-09-17,Gym membership,Pembayaran Langganan,Pengeluaran,200890.0,Kartu Debit
2883,2025-06-20,Gaji bulanan,Gaji,Pemasukan,6361497.0,E-Wallet
2884,2026-03-15,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,92579.0,Kartu Debit
2885,2024-07-10,Gaji bulanan,Gaji,Pemasukan,6164514.0,Kartu Debit
2886,2026-04-17,Gaji bulanan,Gaji,Pemasukan,6361341.0,E-Wallet
2887,2025-05-07,Gaji bulanan,Gaji,Pemasukan,6319102.0,Transfer Bank
2888,2025-07-13,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,87678.0,E-Wallet
2889,2026-03-05,Transfer teman,Transfer Teman/Keluarga,Pemasukan,285495.0,Kartu Debit
2890,2025-08-21,Bensin,Makanan & Minuman,Pengeluaran,20971.0,Kartu Debit
2891,2025-05-11,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,463735.0,Kartu Kredit
2892,2025-03-26,Gaji bulanan,Gaji,Pemasukan,6299934.0,Transfer Bank
2893,2025-10-13,Gaji bulanan,Gaji,Pemasukan,6292308.0,Kartu Debit
2894,2025-11-01,Gaji bulanan,Gaji,Pemasukan,6303953.0,E-Wallet
2895,2025-04-01,Cloud storage,Pembayaran Langganan,Pengeluaran,53891.0,Transfer Bank
2896,2024-12-05,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,50370.0,E-Wallet
2897,2026-02-04,Bayar kos,Tempat Tinggal,Pengeluaran,878948.0,Transfer Bank
2898,2025-06-06,Tagihan internet,Pulsa & Internet,Pengeluaran,146245.0,Transfer Bank
2899,2024-08-02,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51213.0,E-Wallet
2900,2026-04-04,Gaji bulanan,Gaji,Pemasukan,6411406.0,E-Wallet
2901,2025-11-06,Bonus,Gaji,Pemasukan,2666324.0,Transfer Bank
2902,2025-12-12,Ojek online,Transportasi,Pengeluaran,82272.0,Tunai
2903,2025-05-17,Langganan streaming,Hiburan,Pengeluaran,31659.0,Transfer Bank
2904,2024-09-21,Jajan,Makanan & Minuman,Pengeluaran,19442.0,Kartu Debit
2905,2025-01-06,Bonus,Gaji,Pemasukan,1555768.0,Kartu Debit
2906,2025-11-19,Bonus,Pembayaran Langganan,Pemasukan,2513642.0,Kartu Debit
2907,2024-07-26,Taksi,Transportasi,Pengeluaran,67698.0,Tunai
2908,2025-11-10,Tiket bioskop,Hiburan,Pengeluaran,48856.0,Kartu Debit
2909,2024-12-25,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,141850.0,Kartu Debit
2910,2024-06-28,Bonus,Gaji,Pemasukan,1832032.0,Kartu Debit
2911,2024-12-26,Kopi,Makanan & Minuman,Pengeluaran,18248.0,Transfer Bank
2912,2025-11-05,Konser,Hiburan,Pengeluaran,366117.0,E-Wallet
2913,2024-08-15,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50047.0,Kartu Debit
2914,2024-11-27,Makan malam restoran,Makanan & Minuman,Pengeluaran,256935.0,Kartu Debit
2915,2024-06-22,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,274091.0,E-Wallet
2916,2025-12-26,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,458580.0,Kartu Kredit
2917,2025-12-26,Transfer teman,Transfer Teman/Keluarga,Pemasukan,210662.0,Transfer Bank
2918,2024-10-11,Hiburan,Hiburan,Pengeluaran,316393.0,E-Wallet
2919,2024-09-21,Gym membership,Pembayaran Langganan,Pengeluaran,200884.0,Transfer Bank
2920,2024-11-08,Ojek online,Transportasi,Pengeluaran,74069.0,E-Wallet
2921,2025-06-17,Taksi,Transportasi,Pengeluaran,75991.0,Tunai
2922,2026-04-05,Cloud storage,Pembayaran Langganan,Pengeluaran,50649.0,Kartu Debit
2923,2025-09-14,Gaji bulanan,Gaji,Pemasukan,6386354.0,Kartu Debit
2924,2025-06-30,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,126991.0,E-Wallet
2925,2025-04-26,Pulsa prabayar,Pulsa & Internet,Pengeluaran,111676.0,Kartu Debit
2926,2025-11-16,Transfer teman,Transfer Teman/Keluarga,Pemasukan,102353.0,Transfer Bank
2927,2025-07-30,Gaji bulanan,Gaji,Pemasukan,6003324.0,Transfer Bank
2928,2025-12-08,Jajan,Makanan & Minuman,Pengeluaran,26341.0,Transfer Bank
2929,2024-12-14,Gaji bulanan,Gaji,Pemasukan,6245181.0,Transfer Bank
2930,2025-12-01,Paket data,Pulsa & Internet,Pengeluaran,68999.0,Transfer Bank
2931,2024-06-18,Transfer teman,Transfer Teman/Keluarga,Pemasukan,124967.0,Kartu Debit
2932,2024-12-05,Bonus,Gaji,Pemasukan,2277442.0,Kartu Debit
2933,2026-02-09,Gaji bulanan,Gaji,Pemasukan,6252131.0,Transfer Bank
2934,2024-09-05,Paket data,Pulsa & Internet,Pengeluaran,84807.0,Kartu Debit
2935,2025-02-11,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,294754.0,Kartu Debit
2936,2025-07-21,Netflix,Pembayaran Langganan,Pengeluaran,20727.0,Kartu Debit
2937,2024-10-25,Gaji bulanan,Gaji,Pemasukan,6357810.0,E-Wallet
2938,2026-01-27,Bonus,Gaji,Pemasukan,1855954.0,E-Wallet
2939,2025-04-19,Bonus,Gaji,Pemasukan,2228553.0,Transfer Bank
2940,2026-03-31,Gym membership,Pembayaran Langganan,Pengeluaran,200850.0,Kartu Debit
2941,2026-01-18,Konser,Hiburan,Pengeluaran,377613.0,E-Wallet
2942,2026-03-08,Gaji,Gaji,Pemasukan,6332523.0,E-Wallet
2943,2026-01-27,Gaji bulanan,Gaji,Pemasukan,6382512.0,Kartu Debit
2944,2025-10-15,Langganan streaming,Hiburan,Pengeluaran,34376.0,E-Wallet
2945,2025-08-14,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,207546.0,Kartu Debit
2946,2025-05-28,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,172023.0,E-Wallet
2947,2024-06-14,Paket data,Pulsa & Internet,Pengeluaran,108379.0,Transfer Bank
2948,2025-04-02,Gaji bulanan,Gaji,Pemasukan,6060838.0,E-Wallet
2949,2025-05-21,Beli makan siang,Makanan & Minuman,Pengeluaran,131499.0,Tunai
2950,2025-10-16,Ojek online,Transportasi,Pengeluaran,98668.0,Tunai
2951,2025-01-12,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,275222.0,E-Wallet
2952,2026-01-03,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,253161.0,E-Wallet
2953,2026-02-16,Gaji bulanan,Hiburan,Pemasukan,6425009.0,Transfer Bank
2954,2025-01-10,Gaji bulanan,Gaji,Pemasukan,6405603.0,Kartu Debit
2955,2024-06-29,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,92976.0,Transfer Bank
2956,2025-02-06,Transfer Teman/Keluarga,Transfer Teman/Keluarga,Pemasukan,102968.0,Transfer Bank
2957,2024-10-12,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50236.0,Tunai
2958,2026-04-13,Transfer teman,Transfer Teman/Keluarga,Pemasukan,100026.0,Kartu Debit
2959,2025-10-21,Gaji bulanan,Hiburan,Pemasukan,6404812.0,Kartu Debit
2960,2025-04-16,Pakaian baru,Belanja Bulanan,Pengeluaran,342489.0,Kartu Kredit
3523,2025-04-14,Transfer teman,Transfer Teman/Keluarga,Pemasukan,97113.0,Kartu Debit
2962,2025-11-23,Transfer teman,Transfer Teman/Keluarga,Pemasukan,52867.0,E-Wallet
2963,2024-08-25,Bonus,Gaji,Pemasukan,2577470.0,Kartu Debit
2964,2026-02-18,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,87126.0,Kartu Debit
2965,2026-05-04,Transfer teman,Transfer Teman/Keluarga,Pemasukan,159713.0,E-Wallet
2966,2026-03-11,Transfer teman,Transfer Teman/Keluarga,Pemasukan,150017.0,E-Wallet
2967,2025-03-05,Bonus,Gaji,Pemasukan,2447064.0,E-Wallet
2968,2026-03-03,Transfer teman,Transfer Teman/Keluarga,Pemasukan,178729.0,Kartu Debit
2969,2025-08-08,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,239117.0,Transfer Bank
2970,2024-06-13,Tiket bioskop,Hiburan,Pengeluaran,33738.0,Kartu Debit
2971,2024-11-25,Paket data,Pulsa & Internet,Pengeluaran,145556.0,Kartu Debit
2972,2024-10-01,Transfer teman,Transfer Teman/Keluarga,Pemasukan,78119.0,E-Wallet
2973,2024-06-13,Gaji bulanan,Gaji,Pemasukan,6236727.0,Transfer Bank
2974,2024-07-23,Taksi,Transportasi,Pengeluaran,27551.0,Tunai
2975,2026-04-13,Bonus,Gaji,Pemasukan,1602743.0,Kartu Debit
2976,2025-04-15,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,75587.0,Kartu Debit
2977,2024-11-03,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,174617.0,E-Wallet
2978,2024-08-06,Belanja dapur,Makanan & Minuman,Pengeluaran,345473.0,Kartu Kredit
2979,2025-03-08,Beli makan siang,Makanan & Minuman,Pengeluaran,17036.0,Transfer Bank
2980,2026-03-22,Taksi,Transportasi,Pengeluaran,25724.0,Kartu Debit
2981,2024-06-23,Netflix,Pembayaran Langganan,Pengeluaran,23984.0,Kartu Debit
2982,2024-06-05,Bonus,Gaji,Pemasukan,1418317.0,Transfer Bank
2983,2024-11-21,Gaji bulanan,Gaji,Pemasukan,6315975.0,E-Wallet
2984,2025-03-06,Taksi,Transportasi,Pengeluaran,11684.0,E-Wallet
2985,2026-04-21,Gaji bulanan,Gaji,Pemasukan,6139412.0,Transfer Bank
2986,2025-04-30,Bonus,Gaji,Pemasukan,2476319.0,Transfer Bank
2987,2024-08-14,Transfer teman,Transfer Teman/Keluarga,Pemasukan,62418.0,Kartu Debit
2988,2026-03-05,Service AC kos,Tempat Tinggal,Pengeluaran,50362.0,Kartu Debit
2989,2025-11-10,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51035.0,Tunai
2990,2025-12-08,Bonus,Gaji,Pemasukan,2570938.0,Transfer Bank
2991,2024-05-28,Kopi,Makanan & Minuman,Pengeluaran,46662.0,Tunai
2992,2025-06-15,Bonus,Gaji,Pemasukan,2840581.0,Transfer Bank
2993,2025-05-27,Transfer teman,Transfer Teman/Keluarga,Pemasukan,53093.0,E-Wallet
2994,2025-01-04,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51020.0,Kartu Debit
2995,2024-06-18,Tiket KRL,Transportasi,Pengeluaran,29165.0,Tunai
2997,2026-03-29,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,163327.0,Kartu Debit
2998,2026-03-11,Tiket bioskop,Hiburan,Pengeluaran,32177.0,Lainnya
2999,2024-12-04,Makan malam restoran,Makanan & Minuman,Pengeluaran,303884.0,Kartu Kredit
3001,2025-06-08,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,198148.0,Transfer Bank
3002,2025-02-25,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,76669.0,Transfer Bank
3003,2024-07-19,Cloud storage,Pembayaran Langganan,Pengeluaran,54728.0,E-Wallet
3004,2025-05-14,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,162743.0,E-Wallet
3005,2024-09-04,Makan malam restoran,Makanan & Minuman,Pengeluaran,573680.0,Kartu Debit
3006,2025-06-05,Gaji bulanan,Gaji,Pemasukan,6159038.0,Kartu Debit
3007,2025-10-04,Pembayaran Langganan,Pembayaran Langganan,Pengeluaran,21865.0,Kartu Debit
3008,2026-03-03,Transfer teman,Transfer Teman/Keluarga,Pemasukan,198904.0,Kartu Debit
3009,2026-05-19,Gaji bulanan,Gaji,Pemasukan,6149709.0,Kartu Debit
3010,2024-08-31,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,112896.0,Transfer Bank
3011,2025-09-02,Bonus,Pembayaran Langganan,Pemasukan,2147646.0,Transfer Bank
3012,2024-09-29,Paket data,Pulsa & Internet,Pengeluaran,116881.0,E-Wallet
3013,2025-06-11,Konser,Hiburan,Pengeluaran,434131.0,Kartu Debit
3014,2024-09-04,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,305582.0,Kartu Kredit
3015,2025-06-26,Gaji bulanan,Gaji,Pemasukan,6492239.0,Kartu Debit
3016,2024-10-25,Gaji bulanan,Gaji,Pemasukan,6124750.0,Transfer Bank
3017,2025-03-15,Jajan,Makanan & Minuman,Pengeluaran,30750.0,Tunai
3018,2026-05-17,Gaji bulanan,Gaji,Pemasukan,6484415.0,E-Wallet
3019,2024-11-19,Transfer teman,Transfer Teman/Keluarga,Pemasukan,121651.0,Kartu Debit
3020,2025-06-17,Tagihan internet,Pulsa & Internet,Pengeluaran,51243.0,Kartu Debit
3021,2025-11-11,Gaji bulanan,Gaji,Pemasukan,6197656.0,Kartu Debit
3022,2025-01-18,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,205557.0,E-Wallet
3023,2025-10-23,Gaji bulanan,Gaji,Pemasukan,6139629.0,Kartu Debit
3024,2026-05-23,Cloud storage,Pembayaran Langganan,Pengeluaran,51322.0,Kartu Debit
3025,2025-12-01,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,187152.0,E-Wallet
3026,2026-04-24,Gaji bulanan,Gaji,Pemasukan,6064077.0,Kartu Debit
3027,2024-11-06,Bonus,Gaji,Pemasukan,1459813.0,E-Wallet
3028,2024-09-22,Gaji bulanan,Gaji,Pemasukan,6496597.0,Transfer Bank
3029,2025-12-13,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,114308.0,E-Wallet
3030,2025-04-22,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,53427.0,Kartu Debit
3031,2025-06-01,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,56812.0,E-Wallet
3032,2025-09-26,Tagihan internet,Pulsa & Internet,Pengeluaran,50478.0,E-Wallet
3033,2025-01-05,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,76787.0,Transfer Bank
3034,2025-11-06,Pulsa prabayar,Pulsa & Internet,Pengeluaran,137134.0,Kartu Kredit
3035,2025-09-22,Bonus,Gaji,Pemasukan,2383525.0,Transfer Bank
3036,2025-05-14,Pakaian baru,Belanja Bulanan,Pengeluaran,395895.0,Kartu Kredit
3037,2026-01-02,Paket data,Pulsa & Internet,Pengeluaran,87608.0,Kartu Kredit
3038,2024-06-21,Gym membership,Pembayaran Langganan,Pengeluaran,200964.0,Kartu Debit
3039,2025-05-26,Tagihan internet,Pulsa & Internet,Pengeluaran,61474.0,Transfer Bank
3040,2026-03-25,Gaji bulanan,Gaji,Pemasukan,6366544.0,Kartu Debit
3042,2024-12-13,Paket data,Pulsa & Internet,Pengeluaran,73364.0,E-Wallet
3043,2025-08-09,Liburan,Hiburan,Pengeluaran,478973.0,Kartu Kredit
3044,2025-04-07,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,226031.0,Kartu Debit
3045,2025-08-17,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,197815.0,Kartu Debit
3046,2024-11-09,Gaji bulanan,Hiburan,Pemasukan,6221708.0,E-Wallet
3047,2026-02-20,Tiket bioskop,Hiburan,Pengeluaran,44990.0,Transfer Bank
3048,2024-08-19,Liburan,Hiburan,Pengeluaran,414364.0,Transfer Bank
3049,2026-01-15,Paket data,Pulsa & Internet,Pengeluaran,75404.0,Kartu Debit
3050,2025-10-13,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51299.0,Transfer Bank
3051,2026-01-04,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50304.0,Transfer Bank
3052,2026-04-06,Bonus,Gaji,Pemasukan,1945199.0,E-Wallet
3053,2026-03-30,Konser,Hiburan,Pengeluaran,442839.0,Kartu Debit
3054,2026-01-18,Transfer teman,Transfer Teman/Keluarga,Pemasukan,153834.0,Transfer Bank
3055,2025-04-03,Bonus,Gaji,Pemasukan,2567568.0,Transfer Bank
3056,2024-06-01,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,78914.0,E-Wallet
3057,2024-12-20,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,433285.0,Kartu Debit
3058,2024-06-10,Bonus,Gaji,Pemasukan,2432017.0,E-Wallet
3059,2025-11-22,Gaji bulanan,Gaji,Pemasukan,6256584.0,Transfer Bank
3060,2025-02-13,Transfer teman,Transfer Teman/Keluarga,Pemasukan,50699.0,Kartu Debit
3061,2026-04-11,Jajan,Makanan & Minuman,Pengeluaran,14227.0,Tunai
3062,2025-10-03,Gaji,Gaji,Pemasukan,2497565.0,Kartu Debit
3063,2025-12-27,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,165442.0,Transfer Bank
3064,2024-07-27,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51544.0,Transfer Bank
3065,2024-12-14,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,465872.0,Transfer Bank
3066,2025-03-15,Tiket KRL,Transportasi,Pengeluaran,69400.0,Kartu Debit
3067,2025-10-17,Transfer teman,Transfer Teman/Keluarga,Pemasukan,241111.0,Transfer Bank
3068,2025-01-26,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,217156.0,Kartu Debit
3069,2025-09-02,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,298622.0,Kartu Debit
3070,2024-07-03,Transfer teman,Transfer Teman/Keluarga,Pemasukan,255819.0,Kartu Debit
3071,2025-09-27,Bonus,Pembayaran Langganan,Pemasukan,2712744.0,Transfer Bank
3072,2025-10-08,Bensin,Transportasi,Pengeluaran,84421.0,Lainnya
3073,2025-06-29,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,163573.0,Kartu Debit
3074,2025-01-15,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,187859.0,Kartu Debit
3075,2025-06-16,Ojek online,Transportasi,Pengeluaran,45991.0,Tunai
3076,2025-01-27,Gaji bulanan,Gaji,Pemasukan,6094684.0,Transfer Bank
3077,2026-02-19,Gaji bulanan,Gaji,Pemasukan,6172651.0,E-Wallet
3078,2026-05-07,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,250186.0,Transfer Bank
3079,2024-10-07,Gym membership,Pembayaran Langganan,Pengeluaran,200077.0,E-Wallet
3080,2024-12-19,Paket data,Pulsa & Internet,Pengeluaran,146500.0,Transfer Bank
3081,2025-12-21,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50395.0,Kartu Debit
3082,2024-11-15,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,299439.0,E-Wallet
3083,2024-06-23,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51301.0,E-Wallet
3084,2026-02-27,Taksi,Transportasi,Pengeluaran,84221.0,Kartu Debit
3085,2026-03-21,Jajan,Makanan & Minuman,Pengeluaran,51319.0,Kartu Debit
3086,2024-11-05,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,157909.0,E-Wallet
3087,2024-09-03,Belanja dapur,Makanan & Minuman,Pengeluaran,627469.0,Kartu Debit
3088,2024-12-09,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,254734.0,Tunai
3089,2025-03-09,Gaji bulanan,Gaji,Pemasukan,6189642.0,E-Wallet
3090,2025-05-30,Bonus,Gaji,Pemasukan,2284676.0,Transfer Bank
3091,2025-08-19,Bayar kos,Tempat Tinggal,Pengeluaran,851691.0,Tunai
3092,2024-12-15,Service AC kos,Tempat Tinggal,Pengeluaran,50381.0,Tunai
3093,2025-11-15,Ojek online,Transportasi,Pengeluaran,38034.0,E-Wallet
3094,2026-05-07,Cloud storage,Pembayaran Langganan,Pengeluaran,53869.0,E-Wallet
3095,2025-11-28,Paket data,Pulsa & Internet,Pengeluaran,90948.0,Kartu Kredit
3096,2025-12-16,Bonus,Pembayaran Langganan,Pemasukan,1901385.0,Kartu Debit
3524,2024-11-02,Pakaian baru,Belanja Bulanan,Pengeluaran,326010.0,E-Wallet
3098,2024-08-03,Gaji bulanan,Gaji,Pemasukan,6091228.0,Transfer Bank
3099,2026-01-25,Bonus,Gaji,Pemasukan,2700441.0,Kartu Debit
3100,2024-07-05,Bonus,Gaji,Pemasukan,2783821.0,E-Wallet
3101,2024-11-02,Transfer teman,Transfer Teman/Keluarga,Pemasukan,107192.0,Kartu Debit
3102,2026-04-14,Makan malam restoran,Makanan & Minuman,Pengeluaran,419457.0,Transfer Bank
3103,2024-10-28,Konser,Hiburan,Pengeluaran,441082.0,Kartu Debit
3104,2024-10-02,Transfer teman,Transfer Teman/Keluarga,Pemasukan,258871.0,Transfer Bank
3105,2025-08-03,Gaji bulanan,Gaji,Pemasukan,6204581.0,Kartu Debit
3106,2025-12-02,Gaji bulanan,Gaji,Pemasukan,6417400.0,E-Wallet
3525,2025-12-25,Transfer teman,Transfer Teman/Keluarga,Pemasukan,92908.0,E-Wallet
3108,2024-09-01,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,312899.0,Transfer Bank
3109,2024-12-14,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,237682.0,Transfer Bank
3110,2026-04-08,Taksi,Transportasi,Pengeluaran,88565.0,E-Wallet
3111,2025-08-18,Transfer teman,Transfer Teman/Keluarga,Pemasukan,173324.0,E-Wallet
3112,2024-09-18,Bonus,Gaji,Pemasukan,1442763.0,E-Wallet
3113,2025-03-29,Makan malam restoran,Makanan & Minuman,Pengeluaran,550253.0,E-Wallet
3114,2025-04-05,Gaji bulanan,Gaji,Pemasukan,6218387.0,Kartu Debit
3115,2025-04-18,Paket data,Pulsa & Internet,Pengeluaran,110344.0,Kartu Kredit
3116,2024-07-03,Transfer teman,Transfer Teman/Keluarga,Pemasukan,75291.0,Transfer Bank
3117,2025-02-18,Bayar kos,Gaji,Pengeluaran,837954.0,Transfer Bank
